,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
5245,J. Schuster,32,https://cdn.sofifa.org/48/18/players/177520.png,Germany,https://cdn.sofifa.org/flags/21.png,70,70,SC Freiburg,https://cdn.sofifa.org/24/18/teams/25.png,€1M,€16K,1777,31,74,51,49,68,73,69,73,59,55,71,11,16,7,11,6,52,71,33,69,66,67,68,56,70,73,73,65,34,68,66,73,67,55,63.0,66.0,69.0,61.0,67.0,177520,63.0,63.0,66.0,67.0,69.0,61.0,61.0,60.0,60.0,65.0,CB CDM ,63.0,63.0,66.0,67.0,69.0,61.0,61.0,60.0,60.0,65.0,60.0
5246,A. Diallo,25,https://cdn.sofifa.org/48/18/players/197233.png,Senegal,https://cdn.sofifa.org/flags/136.png,70,75,Stade Rennais FC,https://cdn.sofifa.org/24/18/teams/74.png,€1.7M,€12K,1125,42,18,57,52,17,23,12,15,15,11,14,70,65,65,72,68,13,24,66,25,12,19,20,11,73,34,19,12,40,31,20,75,24,14,,,,,,197233,,,,,,,,,,,GK ,,,,,,,,,,,
5247,N. Dussenne,25,https://cdn.sofifa.org/48/18/players/201841.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,74,KAA Gent,https://cdn.sofifa.org/24/18/teams/674.png,€1.9M,€9K,1486,37,70,57,43,52,69,41,28,35,28,29,12,16,15,7,11,76,68,68,49,21,72,40,28,67,57,50,68,32,66,71,76,40,56,43.0,69.0,63.0,42.0,50.0,201841,43.0,60.0,69.0,50.0,63.0,42.0,44.0,46.0,41.0,58.0,CB ,43.0,60.0,69.0,50.0,63.0,42.0,44.0,46.0,41.0,58.0,46.0
5248,Y. Touzghar,30,https://cdn.sofifa.org/48/18/players/203889.png,Tunisia,https://cdn.sofifa.org/flags/145.png,70,70,FC Sochaux-Montbéliard,https://cdn.sofifa.org/24/18/teams/226.png,€1.7M,€8K,1697,72,55,77,74,69,60,51,40,67,68,55,14,14,7,15,12,69,18,80,57,65,17,62,74,68,62,70,21,76,70,20,65,44,69,64.0,41.0,45.0,67.0,58.0,203889,64.0,45.0,41.0,58.0,45.0,67.0,65.0,69.0,66.0,48.0,ST ,64.0,45.0,41.0,58.0,45.0,67.0,65.0,69.0,66.0,48.0,69.0
5249,Pablo Valcarce,24,https://cdn.sofifa.org/48/18/players/211057.png,Spain,https://cdn.sofifa.org/flags/45.png,70,76,CD Numancia,https://cdn.sofifa.org/24/18/teams/477.png,€2.4M,€7K,1809,74,59,79,79,71,59,65,62,72,72,43,13,11,13,12,9,47,53,72,65,62,49,54,72,66,62,64,49,75,67,56,60,68,34,69.0,56.0,60.0,69.0,66.0,211057,69.0,60.0,56.0,66.0,60.0,69.0,69.0,66.0,70.0,62.0,CAM LM RM ,69.0,60.0,56.0,66.0,60.0,69.0,69.0,66.0,70.0,62.0,66.0
5250,B. Nehrig,30,https://cdn.sofifa.org/48/18/players/177521.png,Germany,https://cdn.sofifa.org/flags/21.png,70,70,FC St. Pauli,https://cdn.sofifa.org/24/18/teams/110329.png,€1.3M,€13K,1864,68,78,67,74,65,68,62,68,57,40,52,16,13,9,10,11,53,71,68,62,59,68,59,48,65,68,71,70,73,78,71,75,58,57,60.0,69.0,69.0,59.0,63.0,177521,60.0,69.0,69.0,63.0,69.0,59.0,62.0,58.0,60.0,68.0,CDM ,60.0,69.0,69.0,63.0,69.0,59.0,62.0,58.0,60.0,68.0,58.0
5251,J. Cortés,27,https://cdn.sofifa.org/48/18/players/186993.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,Santos Laguna,https://cdn.sofifa.org/24/18/teams/110144.png,€1.8M,€16K,1981,72,60,77,77,71,70,66,75,70,66,72,16,11,11,10,16,59,61,67,67,70,54,65,71,67,71,69,51,75,77,66,72,69,80,70.0,62.0,66.0,70.0,69.0,186993,70.0,65.0,62.0,69.0,66.0,70.0,70.0,69.0,70.0,66.0,RM CM ,70.0,65.0,62.0,69.0,66.0,70.0,70.0,69.0,70.0,66.0,69.0
5252,R. Czichos,27,https://cdn.sofifa.org/48/18/players/211826.png,Germany,https://cdn.sofifa.org/flags/21.png,70,71,Holstein Kiel,https://cdn.sofifa.org/24/18/teams/576.png,€1.7M,€9K,1706,61,69,64,62,61,67,57,52,57,42,57,8,7,14,11,9,66,65,71,53,51,69,36,43,64,62,64,66,68,72,70,84,40,31,54.0,69.0,64.0,55.0,57.0,211826,54.0,65.0,69.0,57.0,64.0,55.0,57.0,57.0,56.0,65.0,LB CB ,54.0,65.0,69.0,57.0,64.0,55.0,57.0,57.0,56.0,65.0,57.0
5253,A. Batalla,21,https://cdn.sofifa.org/48/18/players/227186.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,80,River Plate,https://cdn.sofifa.org/24/18/teams/1876.png,€2.2M,€8K,1114,43,26,37,43,18,24,17,13,13,14,17,72,69,65,62,73,16,23,56,22,15,15,23,17,71,25,22,17,42,33,18,76,28,13,,,,,,227186,,,,,,,,,,,GK ,,,,,,,,,,,
5254,E. Lenjani,27,https://cdn.sofifa.org/48/18/players/199283.png,Albania,https://cdn.sofifa.org/flags/1.png,70,70,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,€1.5M,€13K,1925,80,81,77,59,67,59,75,63,67,62,55,8,6,10,14,16,54,63,76,62,63,67,60,65,65,69,69,66,80,75,72,54,64,61,67.0,66.0,67.0,67.0,66.0,199283,67.0,69.0,66.0,66.0,67.0,67.0,69.0,65.0,69.0,70.0,LM LB ,67.0,69.0,66.0,66.0,67.0,67.0,69.0,65.0,69.0,70.0,65.0
5255,Garrido,27,https://cdn.sofifa.org/48/18/players/233075.png,Spain,https://cdn.sofifa.org/flags/45.png,70,73,Cádiz C.F.,https://cdn.sofifa.org/24/18/teams/1968.png,€1.8M,€6K,1601,42,85,34,41,61,65,41,41,49,32,49,15,8,11,8,13,52,73,52,62,45,56,38,50,59,69,68,55,48,84,76,91,59,34,55.0,67.0,69.0,53.0,62.0,233075,55.0,61.0,67.0,62.0,69.0,53.0,54.0,53.0,50.0,61.0,CDM ,55.0,61.0,67.0,62.0,69.0,53.0,54.0,53.0,50.0,61.0,53.0
5256,B. Turner,28,https://cdn.sofifa.org/48/18/players/169843.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Burton Albion,https://cdn.sofifa.org/24/18/teams/15015.png,€1.4M,€9K,1393,45,75,31,32,51,60,25,29,40,37,27,14,10,11,11,15,74,66,61,55,29,69,26,32,62,53,31,69,58,52,70,82,27,24,43.0,69.0,61.0,43.0,48.0,169843,43.0,59.0,69.0,48.0,61.0,43.0,44.0,47.0,42.0,55.0,CB ,43.0,59.0,69.0,48.0,61.0,43.0,44.0,47.0,42.0,55.0,47.0
5257,J. González,18,https://cdn.sofifa.org/48/18/players/239475.png,United States,https://cdn.sofifa.org/flags/95.png,70,80,Monterrey,https://cdn.sofifa.org/24/18/teams/1032.png,€2.6M,€20K,1869,75,54,71,68,71,59,59,57,69,53,50,14,7,11,6,13,55,70,70+14,65,53,69,56,68+6,62,73+2,65,68,72,80,70,69,69+2,57,68.0,67.0,69.0,66.0,69.0,239475,68.0,69.0,67.0,69.0,69.0,66.0,68.0,64.0,67.0,69.0,CDM CM ,68.0,69.0,67.0,69.0,69.0,66.0,68.0,64.0,67.0,69.0,64.0
5258,R. Würtz,33,https://cdn.sofifa.org/48/18/players/131444.png,Denmark,https://cdn.sofifa.org/flags/13.png,70,70,Aalborg BK,https://cdn.sofifa.org/24/18/teams/820.png,€1M,€11K,1910,56,82,75,74,68,71,37,48,58,60,49,14,7,16,16,10,67,75,84,73,64,70,66,62,66,72,68,73,47,79,74,78,68,54,65.0,73.0,73.0,63.0,69.0,131444,65.0,66.0,73.0,69.0,73.0,63.0,61.0,64.0,60.0,65.0,CM ,65.0,66.0,73.0,69.0,73.0,63.0,61.0,64.0,60.0,65.0,64.0
5259,L. Capezzi,22,https://cdn.sofifa.org/48/18/players/210548.png,Italy,https://cdn.sofifa.org/flags/27.png,70,79,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,€2.7M,€20K,1704,38,70,69,75,72,71,63,69,62,54,49,8,13,6,10,9,49,61,39,72,55,39,66,68,68,76,64,45,55,72,54,42,71,41,66.0,53.0,63.0,64.0,69.0,210548,66.0,58.0,53.0,69.0,63.0,64.0,65.0,59.0,63.0,60.0,CM ,66.0,58.0,53.0,69.0,63.0,64.0,65.0,59.0,63.0,60.0,59.0
5260,M. Johansson,25,https://cdn.sofifa.org/48/18/players/189300.png,Sweden,https://cdn.sofifa.org/flags/46.png,70,73,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,€1.8M,€1K,1782,84,65,83,78,72,65,58,59,74,45,22,7,10,10,16,16,54,67,72,58,29,63,46,68,68,64,68,67,86,86,67,54,43,23,63.0,64.0,65.0,64.0,63.0,189300,63.0,69.0,64.0,63.0,65.0,64.0,67.0,62.0,66.0,70.0,RB ,63.0,69.0,64.0,63.0,65.0,64.0,67.0,62.0,66.0,70.0,62.0
5261,T. Ream,29,https://cdn.sofifa.org/48/18/players/198261.png,United States,https://cdn.sofifa.org/flags/95.png,70,70,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,€1.4M,€29K,1813,66,61,63,72,68,77,61,65,67,40,52,15,14,15,8,10,68,65,77,70,40,68,49,40,63,72,48,73,65,79,72,72,64,51,61.0,69.0,69.0,58.0,65.0,198261,61.0,69.0,69.0,65.0,69.0,58.0,63.0,56.0,60.0,68.0,CB ,61.0,69.0,69.0,65.0,69.0,58.0,63.0,56.0,60.0,68.0,56.0
5262,T. Darikwa,25,https://cdn.sofifa.org/48/18/players/200309.png,England,https://cdn.sofifa.org/flags/14.png,70,74,Nottingham Forest,https://cdn.sofifa.org/24/18/teams/14.png,€1.9M,€18K,1798,88,69,72,62,67,68,63,57,69,47,43,8,13,12,9,12,53,64,60,54,44,60,51,66,56,62,49,70,91,87,67,74,60,39,63.0,65.0,65.0,63.0,62.0,200309,63.0,69.0,65.0,62.0,65.0,63.0,67.0,60.0,65.0,69.0,RB ,63.0,69.0,65.0,62.0,65.0,63.0,67.0,60.0,65.0,69.0,60.0
5263,M. Gilks,35,https://cdn.sofifa.org/48/18/players/11381.png,Scotland,https://cdn.sofifa.org/flags/42.png,70,70,Scunthorpe United,https://cdn.sofifa.org/24/18/teams/1949.png,€425K,€5K,1093,44,30,47,41,21,42,20,12,12,11,11,70,69,68,68,69,11,17,57,35,13,19,24,11,65,28,20,17,37,27,14,54,33,18,,,,,,11381,,,,,,,,,,,GK ,,,,,,,,,,,
5264,G. Kerk,21,https://cdn.sofifa.org/48/18/players/225653.png,Netherlands,https://cdn.sofifa.org/flags/34.png,70,76,FC Utrecht,https://cdn.sofifa.org/24/18/teams/1903.png,€2.5M,€8K,1778,89,59,77,80,67,72,64,64,72,69,34,12,15,12,15,14,55,32,78,56,66,22,58,68,66,63,73,20,88,76,21,66,61,66,68.0,42.0,48.0,69.0,61.0,225653,68.0,50.0,42.0,61.0,48.0,69.0,69.0,69.0,70.0,53.0,RW ST ,68.0,50.0,42.0,61.0,48.0,69.0,69.0,69.0,70.0,53.0,69.0
5265,U. Dávila,26,https://cdn.sofifa.org/48/18/players/190581.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,72,Santos Laguna,https://cdn.sofifa.org/24/18/teams/110144.png,€2.1M,€16K,1802,77,43,83,78,75,62,66,73,75,67,72,6,10,7,10,12,68,36,65,57,74,26,70,60,66,66,70,28,75,68,28,58,67,66,69.0,45.0,50.0,70.0,64.0,190581,69.0,52.0,45.0,64.0,50.0,70.0,69.0,68.0,70.0,55.0,LM CAM ,69.0,52.0,45.0,64.0,50.0,70.0,69.0,68.0,70.0,55.0,68.0
5266,Vasco Rocha,28,https://cdn.sofifa.org/48/18/players/223862.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.8M,€9K,1883,70,59,72,69,73,67,64,66,71,52,65,10,9,9,13,7,53,59,62,71,65,56,69,64,65,74,72,59,65,72,65,68,70,65,69.0,62.0,66.0,67.0,69.0,223862,69.0,64.0,62.0,69.0,66.0,67.0,68.0,64.0,67.0,66.0,LM CDM CM ,69.0,64.0,62.0,69.0,66.0,67.0,68.0,64.0,67.0,66.0,64.0
5267,F. Niell,34,https://cdn.sofifa.org/48/18/players/165494.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Gimnasia y Esgrima La Plata,https://cdn.sofifa.org/24/18/teams/101084.png,€925K,€12K,1857,85,56,92,91,72,71,60,68,68,65,58,6,10,12,7,12,75,46,92,57,60,23,69,73,62,62,71,32,93,76,34,32,67,71,69.0,47.0,51.0,70.0,63.0,165494,69.0,55.0,47.0,63.0,51.0,70.0,69.0,69.0,70.0,57.0,ST ,69.0,55.0,47.0,63.0,51.0,70.0,69.0,69.0,70.0,57.0,69.0
5268,L. Freeman,25,https://cdn.sofifa.org/48/18/players/169078.png,England,https://cdn.sofifa.org/flags/14.png,70,73,Queens Park Rangers,https://cdn.sofifa.org/24/18/teams/15.png,€2.2M,€20K,1817,77,52,83,78,70,58,68,67,72,59,65,7,12,11,11,8,40,50,75,67,60,39,60,67,59,69,56,46,78,74,48,57,71,61,69.0,51.0,58.0,67.0,66.0,169078,69.0,58.0,51.0,66.0,58.0,67.0,69.0,62.0,69.0,61.0,RM CM CAM ,69.0,58.0,51.0,66.0,58.0,67.0,69.0,62.0,69.0,61.0,62.0
5269,E. Karaca,27,https://cdn.sofifa.org/48/18/players/234870.png,Turkey,https://cdn.sofifa.org/flags/48.png,70,71,Alanyaspor,https://cdn.sofifa.org/24/18/teams/113142.png,€2M,€11K,1718,84,31,86,93,70,57,63,45,71,58,63,9,15,11,6,13,45,39,35,67,50,45,68,66,76,69,62,35,83,61,42,39,68,50,69.0,45.0,54.0,68.0,65.0,234870,69.0,56.0,45.0,65.0,54.0,68.0,70.0,63.0,70.0,58.0,RM CM CDM CAM ,69.0,56.0,45.0,65.0,54.0,68.0,70.0,63.0,70.0,58.0,63.0
5270,B. Salamon,26,https://cdn.sofifa.org/48/18/players/189558.png,Poland,https://cdn.sofifa.org/flags/37.png,70,73,Ferrara (SPAL),https://cdn.sofifa.org/24/18/teams/112791.png,€1.8M,€30K,1658,41,63,57,32,68,66,38,45,57,35,59,14,9,9,13,12,67,68,82,71,54,71,41,30,66,66,71,67,57,68,70,78,55,24,56.0,69.0,68.0,54.0,62.0,189558,56.0,63.0,69.0,62.0,68.0,54.0,55.0,54.0,52.0,62.0,CDM CB ,56.0,63.0,69.0,62.0,68.0,54.0,55.0,54.0,52.0,62.0,54.0
5271,L. Spendlhofer,24,https://cdn.sofifa.org/48/18/players/208247.png,Austria,https://cdn.sofifa.org/flags/4.png,70,74,SK Sturm Graz,https://cdn.sofifa.org/24/18/teams/209.png,€2M,€12K,1787,75,71,66,50,57,65,50,63,37,40,65,8,11,13,12,14,64,72,73,59,59,68,64,36,61,64,66,65,77,88,69,80,45,45,53.0,69.0,66.0,52.0,58.0,208247,53.0,67.0,69.0,58.0,66.0,52.0,55.0,55.0,53.0,66.0,CB ,53.0,67.0,69.0,58.0,66.0,52.0,55.0,55.0,53.0,66.0,55.0
5272,C. Echagovia,29,https://cdn.sofifa.org/48/18/players/160119.png,Chile,https://cdn.sofifa.org/flags/55.png,70,70,Deportes Iquique,https://cdn.sofifa.org/24/18/teams/112531.png,€1.7M,€3K,1699,87,37,83,82,77,72,77,55,75,61,56,9,9,11,12,11,56,26,51,72,62,23,71,59,66,71,54,26,77,56,25,58,53,51,69.0,40.0,49.0,68.0,63.0,160119,69.0,50.0,40.0,63.0,49.0,68.0,71.0,65.0,71.0,54.0,CM CAM ,69.0,50.0,40.0,63.0,49.0,68.0,71.0,65.0,71.0,54.0,65.0
5273,E. Terranova,30,https://cdn.sofifa.org/48/18/players/183671.png,Italy,https://cdn.sofifa.org/flags/27.png,70,70,Frosinone,https://cdn.sofifa.org/24/18/teams/111657.png,€1.3M,€3K,1543,68,70,70,52,48,60,30,59,43,21,22,4,10,11,6,12,67,67,87,53,14,71,65,22,62,54,66,70,69,53,72,80,30,15,43.0,69.0,61.0,43.0,47.0,183671,43.0,61.0,69.0,47.0,61.0,43.0,45.0,46.0,43.0,58.0,CB ,43.0,61.0,69.0,47.0,61.0,43.0,45.0,46.0,43.0,58.0,46.0
5274,Sevinho Santos,29,https://cdn.sofifa.org/48/18/players/230520.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Grêmio Foot-Ball Porto Alegrense,https://cdn.sofifa.org/24/18/teams/1629.png,€1.8M,€19K,1683,61,41,65,61,71,61,58,68,72,66,56,9,7,9,13,10,72,31,72,50,67,31,57,77,72,52,68,31,66,54,31,71,54,60,64.0,46.0,47.0,67.0,58.0,230520,64.0,48.0,46.0,58.0,47.0,67.0,64.0,69.0,66.0,50.0,CF ST ,64.0,48.0,46.0,58.0,47.0,67.0,64.0,69.0,66.0,50.0,69.0
5275,R. Zozulya,27,https://cdn.sofifa.org/48/18/players/208505.png,Ukraine,https://cdn.sofifa.org/flags/49.png,70,71,Albacete Balompié,https://cdn.sofifa.org/24/18/teams/1854.png,€2.1M,€8K,1750,79,75,74,71,64,58,51,31,60,64,54,6,11,12,14,11,77,41,82,42,61,19,57,71,70,66,72,24,79,64,41,76,62,69,65.0,51.0,51.0,67.0,59.0,208505,65.0,51.0,51.0,59.0,51.0,67.0,64.0,69.0,65.0,52.0,ST ,65.0,51.0,51.0,59.0,51.0,67.0,64.0,69.0,65.0,52.0,69.0
5276,O. Ntcham,21,https://cdn.sofifa.org/48/18/players/218745.png,France,https://cdn.sofifa.org/flags/18.png,70,82,Celtic,https://cdn.sofifa.org/24/18/teams/78.png,€3.1M,€27K,1751,73,68,66,69,72,64,43,45,72,47,32,8,14,14,6,6,48,67,54,70,66,43,38,62,63,74,73,62,73,77,72,79,63,32,67.0,63.0,68.0,66.0,69.0,218745,67.0,64.0,63.0,69.0,68.0,66.0,66.0,63.0,65.0,65.0,CM ,67.0,64.0,63.0,69.0,68.0,66.0,66.0,63.0,65.0,65.0,63.0
5277,R. Lindgren,32,https://cdn.sofifa.org/48/18/players/157305.png,Sweden,https://cdn.sofifa.org/flags/46.png,70,70,BK Häcken,https://cdn.sofifa.org/24/18/teams/711.png,€1M,€4K,1888,50,73,62,72,73,71,65,77,58,53,74,7,11,7,16,8,65,66,40,63,74,71,68,63,72,72,78,70,34,74,72,73,58,69,64.0,69.0,70.0,63.0,67.0,157305,64.0,66.0,69.0,67.0,70.0,63.0,62.0,64.0,62.0,67.0,CB ,64.0,66.0,69.0,67.0,70.0,63.0,62.0,64.0,62.0,67.0,64.0
5278,J. Domínguez,29,https://cdn.sofifa.org/48/18/players/177273.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,Cruz Azul,https://cdn.sofifa.org/24/18/teams/1878.png,€1.4M,€20K,1711,66,71,66,66,61,61,58,45,57,29,47,10,14,6,11,8,67,70,84,57,50,66,30,44,66,62,61,69,64,68,70,74,56,38,56.0,69.0,66.0,55.0,59.0,177273,56.0,66.0,69.0,59.0,66.0,55.0,58.0,54.0,56.0,65.0,RB CB ,56.0,66.0,69.0,59.0,66.0,55.0,58.0,54.0,56.0,65.0,54.0
5279,Canella,29,https://cdn.sofifa.org/48/18/players/178297.png,Spain,https://cdn.sofifa.org/flags/45.png,70,70,Real Sporting de Gijón,https://cdn.sofifa.org/24/18/teams/459.png,€1.3M,€8K,1872,72,80,71,69,68,66,76,70,59,44,58,12,10,16,8,16,53,77,75,66,49,74,57,49,80,69,59,60,73,65,61,73,55,48,62.0,69.0,69.0,61.0,64.0,178297,62.0,69.0,69.0,64.0,69.0,61.0,65.0,59.0,63.0,70.0,LB ,62.0,69.0,69.0,64.0,69.0,61.0,65.0,59.0,63.0,70.0,59.0
5280,A. Gcaba,31,https://cdn.sofifa.org/48/18/players/209786.png,South Africa,https://cdn.sofifa.org/flags/140.png,70,70,Orlando Pirates,https://cdn.sofifa.org/24/18/teams/110930.png,€1.2M,€1K,1725,73,73,61,59,68,61,66,56,66,39,31,10,8,9,12,15,64,66,64,63,41,71,36,43,61,68,61,69,71,69,73,68,50,41,59.0,69.0,67.0,58.0,61.0,209786,59.0,68.0,69.0,61.0,67.0,58.0,62.0,57.0,60.0,68.0,LB CB ,59.0,68.0,69.0,61.0,67.0,58.0,62.0,57.0,60.0,68.0,57.0
5281,J. Wurtz,25,https://cdn.sofifa.org/48/18/players/210042.png,Germany,https://cdn.sofifa.org/flags/21.png,70,75,VfL Bochum,https://cdn.sofifa.org/24/18/teams/160.png,€2.4M,€13K,1869,74,65,73,73,71,64,56,49,70,73,42,9,12,8,15,13,66,56,61,56,64,56,67,69,70,69,70,61,67,68,66,71,67,62,69.0,64.0,64.0,70.0,67.0,210042,69.0,64.0,64.0,67.0,64.0,70.0,68.0,70.0,69.0,64.0,RB ST CAM ,69.0,64.0,64.0,67.0,64.0,70.0,68.0,70.0,69.0,64.0,70.0
5282,Concha,20,https://cdn.sofifa.org/48/18/players/223610.png,Spain,https://cdn.sofifa.org/flags/45.png,70,82,FC Barcelona B,https://cdn.sofifa.org/24/18/teams/110704.png,€3.2M,€15K,1675,69,32,63,81,74,66,67,71,78,70,52,14,15,13,14,13,51,30,42,65,66,18,72,71,64,62,53,27,69,60,23,44,67,65,69.0,37.0,47.0,69.0,63.0,223610,69.0,47.0,37.0,63.0,47.0,69.0,69.0,65.0,70.0,51.0,LW CAM RW RM ,69.0,47.0,37.0,63.0,47.0,69.0,69.0,65.0,70.0,51.0,65.0
5283,V. Sasso,26,https://cdn.sofifa.org/48/18/players/188538.png,France,https://cdn.sofifa.org/flags/18.png,70,72,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€1.8M,€5K,1427,47,67,46,46,59,62,47,37,48,22,26,11,11,12,7,8,72,72,67,53,21,67,41,22,65,57,40,70,37,43,72,76,32,26,44.0,69.0,62.0,43.0,50.0,188538,44.0,61.0,69.0,50.0,62.0,43.0,46.0,44.0,44.0,58.0,CB ,44.0,61.0,69.0,50.0,62.0,43.0,46.0,44.0,44.0,58.0,44.0
5284,E. Trejo,27,https://cdn.sofifa.org/48/18/players/192890.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,71,Querétaro,https://cdn.sofifa.org/24/18/teams/110150.png,€2M,€9K,1852,77,52,70,77,74,64,61,50,73,61,58,8,15,13,14,12,54,60,49,71,70,66,50,56,62,73,70,59,80,71,61,61,69,55,70.0,61.0,66.0,68.0,69.0,192890,70.0,65.0,61.0,69.0,66.0,68.0,69.0,65.0,69.0,67.0,CM ,70.0,65.0,61.0,69.0,66.0,68.0,69.0,65.0,69.0,67.0,65.0
5285,M. Kucharczyk,26,https://cdn.sofifa.org/48/18/players/201083.png,Poland,https://cdn.sofifa.org/flags/37.png,70,71,Legia Warszawa,https://cdn.sofifa.org/24/18/teams/1871.png,€2.1M,€8K,1813,87,71,84,75,67,73,68,55,69,65,38,14,10,11,8,16,60,48,82,46,56,29,65,68,67,65,69,32,90,76,28,70,64,60,67.0,50.0,53.0,68.0,61.0,201083,67.0,55.0,50.0,61.0,53.0,68.0,69.0,68.0,70.0,58.0,LM ,67.0,55.0,50.0,61.0,53.0,68.0,69.0,68.0,70.0,58.0,68.0
5286,R. Pucino,26,https://cdn.sofifa.org/48/18/players/205691.png,Italy,https://cdn.sofifa.org/flags/27.png,70,71,Salernitana,https://cdn.sofifa.org/24/18/teams/110373.png,€1.7M,€4K,1769,70,70,76,74,63,67,66,45,67,42,51,14,12,11,12,7,62,68,64,62,41,66,62,42,67,66,55,73,72,75,72,66,35,41,57.0,68.0,66.0,56.0,59.0,205691,57.0,69.0,68.0,59.0,66.0,56.0,61.0,56.0,59.0,69.0,LB RB ,57.0,69.0,68.0,59.0,66.0,56.0,61.0,56.0,59.0,69.0,56.0
5287,M. Havenaar,30,https://cdn.sofifa.org/48/18/players/207739.png,Japan,https://cdn.sofifa.org/flags/163.png,70,70,Vissel Kobe,https://cdn.sofifa.org/24/18/teams/101146.png,€1.7M,€6K,1549,50,28,61,35,70,74,38,43,62,68,39,7,11,13,8,8,82,15,78,44,53,16,64,73,70,56,70,19,62,72,20,87,65,62,63.0,41.0,43.0,66.0,57.0,207739,63.0,42.0,41.0,57.0,43.0,66.0,61.0,69.0,62.0,43.0,ST ,63.0,42.0,41.0,57.0,43.0,66.0,61.0,69.0,62.0,43.0,69.0
5288,F. Bahlouli,22,https://cdn.sofifa.org/48/18/players/214907.png,France,https://cdn.sofifa.org/flags/18.png,70,77,LOSC Lille,https://cdn.sofifa.org/24/18/teams/65.png,€2.5M,€23K,1788,71,55,75,68,76,67,62,60,76,58,55,7,10,11,8,8,61,49,66,65,51,39,66,66,63,70,75,44,74,51,49,76,69,54,69.0,55.0,58.0,69.0,65.0,214907,69.0,57.0,55.0,65.0,58.0,69.0,68.0,67.0,69.0,58.0,CAM ,69.0,57.0,55.0,65.0,58.0,69.0,68.0,67.0,69.0,58.0,67.0
5289,S. Nakatani,21,https://cdn.sofifa.org/48/18/players/232571.png,Japan,https://cdn.sofifa.org/flags/163.png,70,77,Kashiwa Reysol,https://cdn.sofifa.org/24/18/teams/101145.png,€2.2M,€7K,1477,73,54,70,54,54,48,22,22,31,18,23,7,9,13,14,13,73,71,79,34,19,65,37,21,64,56,35,69,75,66,72,81,36,47,43.0,69.0,60.0,42.0,47.0,232571,43.0,63.0,69.0,47.0,60.0,42.0,44.0,44.0,42.0,59.0,CB ,43.0,63.0,69.0,47.0,60.0,42.0,44.0,44.0,42.0,59.0,44.0
5290,Léo Silva,31,https://cdn.sofifa.org/48/18/players/181371.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Kashima Antlers,https://cdn.sofifa.org/24/18/teams/101147.png,€1.5M,€10K,1914,58,73,77,62,70,60,60,54,73,62,69,14,11,12,7,12,55,70,80,70,70,63,63,56,65,72,73,64,62,74,66,75,71,51,68.0,67.0,69.0,66.0,69.0,181371,68.0,66.0,67.0,69.0,69.0,66.0,67.0,64.0,66.0,67.0,CDM CM ,68.0,66.0,67.0,69.0,69.0,66.0,67.0,64.0,66.0,67.0,64.0
5291,A. Gonçalves,31,https://cdn.sofifa.org/48/18/players/193147.png,France,https://cdn.sofifa.org/flags/18.png,70,70,RC Strasbourg,https://cdn.sofifa.org/24/18/teams/76.png,€1.5M,€17K,1855,53,88,72,71,69,75,62,57,61,30,66,9,12,15,11,6,36,67,82,71,56,65,61,65,71,75,59,65,64,93,67,79,67,30,64.0,67.0,72.0,61.0,69.0,193147,64.0,67.0,67.0,69.0,72.0,61.0,65.0,56.0,62.0,69.0,RM CM ,64.0,67.0,67.0,69.0,72.0,61.0,65.0,56.0,62.0,69.0,56.0
