SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOFJZSC12A58A7D234	TRIPMVR128F425A698
SOFJZSR12A6D4F89A7	TRRDTZT128F1459CE4
SOFJZTC12A8C14388B	TRWLZGQ128F92DED8C
SOFJZTE12AB0184429	TRPJGOU128F931FC3E
SOFJZTV12A8AE48893	TRAAOYP128F425EEB5
SOFJZTX12A8C139171	TRDFHEN128F428A261
SOFJZTY12A6D4FA04F	TRXEQRA128F147D087
SOFJZVC12A8C13C64E	TRMMPTG128F42A6ACA
SOFJZWB12AB017E698
SOFJZWS12A8C13C5C0	TRWANFW128F427D53B
SOFJZXF12AB0186CF0	TRBOHEZ128F93335B9
SOFJZXH12A8C145A2D	TRXXLMY128F92EB85B
SOFJZYS12A6D4F9F4B	TRNNWKV128E078C690
SOFKABM12AB018616E	TRAQUJT12903D05DEE
SOFKABN12A8AE476C6	TRRJLQW128F4257946
SOFKADL12A58A78732	TRUOHZI128F14ADD4C
SOFKAEN12A67ADBBA8	TRDSQQC128EF345503
SOFKAFJ12A58A76694	TRJZYGK128F9344061
SOFKAFO12A6D4FBC66	TRLLTBG128F421D55B
SOFKAFS12A8C1449D7	TRRPAVA128F92C91EA
SOFKAFY12AB017D006	TRSWAWF128F9304DDF
SOFKAGV12AB0184570	TRWZSNV128F933404B
SOFKAHF12A8C13FBC1	TRYYGYZ128F42A10A4
SOFKAHR12A6D4F5E4D	TRRGBWH128F92D2B07
SOFKAJA12AC9097453	TRDQWPY12903CFCD40
SOFKAJP12A8AE47538	TRMKUES128F42579C5
SOFKAKB12AC9E13438	TRSXCUL128F425208E
SOFKAKS12A8C134A53	TRVMGHH128F426681D
SOFKALF12A6D4F7935	TRTTNGP128F1462431
SOFKAND12A58A7FDE7	TRYJCSB128F931D0A5
SOFKAPK12A8C13BF37	TRKTRRT128F4283A19
SOFKAQP12AB0189ABA	TRVQLGY128F934EED0
SOFKARX12A8AE485EE	TRARBVD128F4239284
SOFKASB12A679AE5A4	TRFAGBM128E0792FAB
SOFKASM12A8C13683B	TRGYVTB128F429B455
SOFKATV12AB018460B	TREYZGX128F931B823
SOFKAVD12A81C2284E	TRNSTCT128F42316A5
SOFKAWF12A8C13A28B	TRHWTLP128F428A858
SOFKAWO12A6D4F9316	TRLVOVC128F14988FB
SOFKAXJ12A58A78D4A
SOFKBBA12B0B806617	TRWLZEM128F148AE56
SOFKBCO12AB017CA77	TRMOTBZ128F93169FE
SOFKBDJ12A6D4FA779	TRACPMR128F149796B
SOFKBDU12A6D4FBE95	TRXRNFE128F14ADE45
SOFKBEI12A6D4F8D88	TROPRJW128F1482481
SOFKBGD12AB01853CA	TRWGIFL12903CA9916
SOFKBHN12A58A784D4	TRXVCRY12903CB646E
SOFKBHX12AB0183909	TRABSTK128F9354CBE
SOFKBKD12A8C13A22E	TRXLVBW128F4284A2E
SOFKBKR12A8AE4598E	TROTVUO128F9307378
SOFKBLF12A6D4F711D	TRHZVXU128F14649B9
SOFKBLQ12A8AE48780	TRZNBEL128F425ACA6
SOFKBMJ12AB0184258	TROIZDX128F9329544
SOFKBNW12A8C13E536	TRALEEZ128F429508A
SOFKBNX12A6D4F9B32	TRKHVLR128F14ACB71
SOFKBPJ12A81C2386C	TRJGPKS128F42803AD
SOFKBPW12A8C141198	TRCQJME128F92D179E
SOFKBQD12A6D4FCD5C	TRTHCSL128F42278BB
SOFKBRQ12A6D4FA77D	TRUITSU128F149796F
SOFKBUE12A8C136E7B	TROWODC128F92F8F60
SOFKBVB12A6D4F758D	TRIBEWN128F147D80C
SOFKBVO12AF729EF76	TRSLKTL128F92F278A
SOFKBVV12AB018343B	TRGEMGE128F9325164
SOFKBXG12A8C13CA84	TRJUVWC128F4294EFB
SOFKBXK12A6D4F68EA	TRJMJAE128F145C168
SOFKBXM12A6D4FE24C	TRKRLLQ128F421BB7D
SOFKBXR12A6D4FE1E9	TRNYYVX128F42311FC
SOFKBYD12AB0184A95	TRDDNGV128F932FF31
SOFKBYO12A8C13A20C	TRQRYCU128F932E76A
SOFKCBZ12AB01857AB	TRCPGUW128F934DE57
SOFKCDB12AB0180B67	TRRNPXT128F9343C55
SOFKCEA12A6D4F8C4C	TRFXNEY128F145D81D
SOFKCFL12A8C142364	TREFSJW128F932BD8B
SOFKCIC12A3F1EA36B	TRHUBLX128F4258E0F
SOFKCIM12A8C135526	TRCHUPP128F92F8F3D
SOFKCJC12A8C135D49	TROPYYK128F42767FF
SOFKCJP12A8C140C2D	TRJPLDE128F4290131
SOFKCJT12AB01818F6	TRRZFTT128F932273F
SOFKCKO12A58A79C30	TRULPEP12903CDDCCB
SOFKCKO12AB01869B9	TRUZNQW12903CADB01
SOFKCLJ12AB0185DF2	TRSPATR128F9323779
SOFKCMF12A8C13732A	TRGJCRP128F424C6EB
SOFKCNO12A8C13AF81	TRIKJBA128F4273629
SOFKCPH12A6D4FAF59	TRDKGJG128F14AEB1E
SOFKCQF12A8C1388F6	TRDRAGG128F425AC21
SOFKCRM12A6D4F7764	TRABEIK128F1456D56
SOFKCSO12AB01845AF	TRARJFC128F934711B
SOFKCTG12A58A7EE3C	TRCFQWV128F930F154
SOFKCTT12A6701C1B2	TRYXQPI128E078AC46
SOFKCTU12A8C13284B	TREKFWC128F424374B
SOFKCTZ12A58A7A765	TRECROI128E0793727
SOFKCWP12A8C14398D	TRQMBAJ128F92E88F9
SOFKCYW12A58A7FAA9	TRXYARJ128F9314E0C
SOFKCZB12A58A7E147	TRTDZHB128F931F723
SOFKDAA12A8C13B011	TRHBQAS128F4290E82
SOFKDAS12AC468C52C	TRXMJHE12903CEC33F
SOFKDBL12A58A7BAE1	TREOCIX128EF3651C1
SOFKDFI12A8C1343EA	TRNVIMF128F4265FC7
SOFKDGO12AB0184DD1	TRELYDG128F93195BF
SOFKDHE12AB01853F5	TRSLPKW128F932AAB7
SOFKDHM12AB018D1B4	TRMOYJQ12903CC0BAE
SOFKDHZ12AB0182D71	TRLGMYD128F92FD3C7
SOFKDJU12A6D4FAC96	TRVSKVW128F4246B21
SOFKDMR12AB018086F	TRHYIMY128F93412BF
SOFKDNN12A6D4FC37F	TRUYXGZ128F421C7D7
SOFKDOF12A6310E990	TRZGDWV128E0782536
SOFKDOZ12AAF3B2127	TROMYEX128F9306765
SOFKDPY12A6D4F808F	TRGIWUB128F1466D61
SOFKDRO12AB01868FB	TRLTFPX128F934C641
SOFKDTG12A8C144559	TRPXJXT128F9322162
SOFKDVF12A8C134622	TRRYNJY128F424E00C
SOFKDWS12A8C144502	TRXLHHK12903CFFA24
SOFKDYN12AC468972F	TROABXG12903CE6A7E
SOFKDZT12A8C1353F8	TRZOWJP128F424C004
SOFKEAT12A6BD50524	TRUNRSN128EF34DD0E
SOFKEAV12A6D4FACD4	TRKGBSC128F14856FA
SOFKEBE12A8C13CADD	TRFGOJF128F9320B0C
SOFKECN12AB0189EE7	TRHHSFX12903CA7866
SOFKEDR12A8C13D381	TRAVPOV128F429EC1B
SOFKEEE12A8C13DBB0	TRBNDZS128F427E094
SOFKEEN12A8C1355E8	TRTNNSB128F4260BF1
SOFKEGE12AB0181858	TRTMTZR128F9341D04
SOFKEHN12A6701FDFB	TRICVQT128F92F627F
SOFKEHP12AAF3B41F2	TRNDDCW128F92F376D
SOFKEIK12A6310D86A	TRWGAJU128F42BA56C	TRBCFPP128E0781D6F
SOFKENS12A58A7C0E7	TRLXNLB128E078419B
SOFKEOL12AC9097626	TRPUVVK12903CFDBBE
SOFKEON12A58A79B6F	TRDEQFH128F145B08D
SOFKEOO12AB01884AC	TRFITOY12903CF8B44
SOFKEQF12A58A7C300	TRXUYVJ128F92FD402
SOFKEQZ12AB018A996	TRNKAPZ12903CCDAB3	TRSVSSZ12903CCDC28
SOFKESC12AB0187365	TRWWIMQ128F93424A2
SOFKESG12A8C1364F8	TRBJWMW128F42665B2
SOFKETN12A6D4FD785	TRBYVIV128F932C50C
SOFKEUC12A6D4F4C3F	TRMMWJY128F1469B8A
SOFKEUD12A6D4F727A	TRWVQNE128F145948A
SOFKEUI12AC46896F0	TRMJKNS12903D0D68E
SOFKEWC12A8C143A01	TRZEENA128F92E4C79
SOFKEWD12AB017EB61	TRYDECJ128F92E940F
SOFKEXX12AB0189021	TRZFFQA128F9358FD3
SOFKEYX12A8C144DA2	TRKKTAN128F92D4A40
SOFKFCK12A8C13C9FE	TRZREVH128F42993F8
SOFKFDC12AB01832DD	TRIJBEA128F9334C18
SOFKFDU12AB01899E1	TRZHDGO12903CD8A30
SOFKFFR12A81C207BD	TRBBJIA12903D06953
SOFKFGA12A58A7A612	TRQZXIB128F930D0AC
SOFKFHP12A6D4F93EF	TRJMQLP128E07938A4
SOFKFKF12AB01850F4	TRYPAWZ12903CB5289
SOFKFLM12A8C1345D4	TRXEUMN128F425AFC8
SOFKFLS12A6D4F9973	TRJOCTE128F147FC9C
SOFKFLV12A8C142605	TRRNFXP128F92F4C9C
SOFKFLW12A8C138926	TRZLUBO128F4285D8D
SOFKFMG12AF72A2B44	TRYIODF128F42724D4
SOFKFOA12A6D4F93C0	TRTSQUX128F1478EA7
SOFKFRC12AF72ABDE8	TRWLRFZ128F42932B3
SOFKFRE12A58A7B448	TREQVNM128F149BFC1
SOFKFVV12AB01850BC	TRTUCSM128F9342850
SOFKFVV12AB018DD60	TRNDJTB12903CC458B
SOFKFXC12AC90732A5	TRDGUPO128F9332CF6
SOFKFXS12A81C20452	TRSDKJI128F4236685
SOFKGAF12A6D4FB419	TRSFOZF128F14B0354
SOFKGCB12A8C13204B	TRPCHJR128F426666D
SOFKGCC12A8C13DA8A	TRSZNXF128F427B707
SOFKGCW12AF72A401F	TRWQRVC128F92F5B1D
SOFKGDJ12A6D4F81D5	TRCJAYN128F146B199
SOFKGDV12A58A7B8D3	TRCSARV128F93505A9
SOFKGDW12A81C208F7	TRPESAI128F42202A0
SOFKGHN12A58A77E4D	TRVZYAZ128F9300B59
SOFKGIH12A6D4F7788	TRQNHVN128F1459AF8
SOFKGIR12AB0186969	TRATXJV12903CE4324
SOFKGIU12AB018ADDD	TRDSPRU12903CB7D89
SOFKGLL12A6701C516	TRSZJTX128E0791641
SOFKGMM12A67ADD657	TROILMJ12903CF2562
SOFKGNK12AB018079D	TRASTKB128F92F6AE7
SOFKGNV12AB017E654	TRUAULG128F9310912
SOFKGNX12A58A7CEAD	TREWPWV128E0781344
SOFKGNY12A6D4FB2B1	TRRZXOE128F4270756
SOFKGQH12A8C141C9D	TRFSUGU128F92CEB0A
SOFKGQQ12A8C1354F4	TRMNAXP128F426E3E3
SOFKGRB12AAF3B4221	TRKCTBT128F92F36AA
SOFKGVI12A8C135E52	TRYATVG128F4271AA7
SOFKGVZ12A6310D882	TRPZZIH128F932F2ED
SOFKGWC12A8C140854	TRJVCXB128F42873FE
SOFKGXB12AB0187E12	TRZSZVF12903CD01B6
SOFKGXO12A8C1438CB	TRTFWIN128F92D2C30
SOFKHAA12A8C139D46	TRFVWEP128F42786D0
SOFKHBO12A8C1451C5	TRJDDAZ128F92D262E
SOFKHCP12A8AE460AF	TRQXNHC12903CD80BA
SOFKHCY12A67020BDA	TRPTTST128E0791D61
SOFKHDM12AB0189453	TROADPO12903CC2676
SOFKHDS12AB017C691	TRPXXOT128F930C0A3
SOFKHDT12A58A7947D	TRANFXD128F14574E6
SOFKHEO12AB017D651	TRKAUJP128F92F1F4B
SOFKHEP12AC9097330	TRZLUHN12903CF74C3
SOFKHFS12A8C140A85	TRJSNJI128F92F8FB1
SOFKHGE12A58A7D927	TRFDMRW128F92F6E09
SOFKHIF12A8C13113F	TRWWBXK128F92E629C
SOFKHIN12AB0186DA4	TRDBCKN12903CA8645
SOFKHJP12A6D4F7FC3	TRRPBXP128F92F9AD3
SOFKHJQ12A8C13F09B	TRAFJHE128F42A84CB
SOFKHJT12A8AE455D3	TRSKGPU128F42423CD
SOFKHLG12AB017F979	TRTFREK128F931EB24
SOFKHQF12A8C13C9BA	TRAHARL128F429ECFC
SOFKHRT12A8C133BE4	TRHHBHJ128F92E348A
SOFKHRX12A8C135C53	TRGSAGG128F932952C
SOFKHSA12A8C134351	TRILUPC128F9300BC4
SOFKHSJ12AB018047E	TRHYCKM128F930F925
SOFKHXA12A6D4FA896	TRBHTDH128F14A3F3E
SOFKHZP12A8C13CCE0	TRHWSAF128F427A49D
SOFKIEH12A6701D965	TRHTNCX128E07846D0
SOFKIEV12AF72AB3F1	TRQWHEM128F92CC92A
SOFKIFR12A8C143923	TRJGUHE128F92D1A5A
SOFKIFU12A8C134080	TRFUDKD128F42409F4
SOFKIGI12AB0184B96	TRVFLZE128F9337745
SOFKIHF12A6D4FD9BE	TRULOWK128F422FF9C
SOFKIIW12A6D4F8246	TRZJNFJ128EF35F53B
SOFKIIZ12A8C132C33	TRCBMXZ128F42659E3
SOFKIKO12A8C13938C	TRTIEFS128F42816EA
SOFKILN12A58A791E8	TREKAFR128F933C68D
SOFKIME12AF729E941	TREFAZU12903CA45CA
SOFKIMG12A6D4FA20B	TRECAXP128F14957FA
SOFKIMJ12A8C13FAC8	TRGWQBV128F1474B6E
SOFKIPX12AAF3B27E4	TRTBVPH128F92D9913
SOFKIRC12AB018CCE8	TRXZBJJ12903CA57B7
SOFKIRZ12A8C13A8ED	TRZCYXE128F42A0909
SOFKISJ12B0B80677E	TRHBPBW128F92F1EEF
SOFKISV12A8C1425CD	TRJYMAT128F428BD47
SOFKISZ12A67ADD735
SOFKITP12AB0188D3D	TRWJPFR128F9336846
SOFKIUD12AB017F29C	TRXCZWW128F9313D79
SOFKIVO12AB018B380	TRZWVQD12903CB3893
SOFKIWY12A8C134F55	TRHTQRU128F92D27F0
SOFKIWZ12AB01893A8	TRVPZSO12903CD3DF7
SOFKIXV12AC46880F5	TRJGGAM12903CF931F
SOFKJAC12A679AE547	TRMPLLD128E0792E5C
SOFKJAY12A8C1343C8	TRWJYLV128F42521CF
SOFKJBA12AF72A5B32	TRHYGCA128E0792638
SOFKJDG12A6D4F8192	TRCBSGA128F145F7D6
SOFKJDT12A8C13B40D	TRKXUDH128F427622E
SOFKJDW12AB017A1FE	TRZGVPP128F93022EF
SOFKJFP12A8AE47BBB	TRQEBGW128F423BAC1
SOFKJGL12AB01857F3	TRQZRQY128F932AA66
SOFKJIR12A81C20507	TRVFRYH128F423386D
SOFKJKC12AC468A58D	TRIWLJG12903CF003F
SOFKJKN12A8C138747	TRRDABD128F429480E
SOFKJMN12AB017FF3F	TROWYGT128F9323490
SOFKJNX12A8C139EA0	TRHYZDV128F427112B
SOFKJOO12A6D4F6E60	TRLEZPI128F1497D44
SOFKJPE12A6D4F8A79	TRRYDNL128F148C722
SOFKJPI12A8C13A008	TRXUZZB128F4289B30
SOFKJQO12A8C13EBA9	TRQILCD128F42978C2
SOFKJQP12AB01887FC	TRGJZXU128F9349A07
SOFKJQX12AB0182365	TROULLO128F93182C1
SOFKJVQ12AB0184276	TREJEHC128F93328F1
SOFKJVX12A8C134B03	TRAVDBV128F424EAD8
SOFKJVZ12A8C140BD0	TRJZVII128F42B727C
SOFKJYW12AB018295C	TRURHTE12903CA45A8
SOFKKAM12A58A782DD	TRRPOIW128E0794B4A
SOFKKBH12A8C142BF7	TRWWVWD128F42BA3DB
SOFKKCM12AB018149F	TRJCKPE128F9329574
SOFKKDI12A8C1361EA	TRGRYYB128F9305DFB
SOFKKED12A8C143BE0	TRJVQBL128F92FD1EE
SOFKKFI12A8C143472	TRDGJNJ128F92CB1FD
SOFKKFR12A8C135A62	TRYTSZC128F4274E8C
SOFKKGJ12AC9075274
SOFKKGX12AC46893D8	TRDUFSK12903D10171
SOFKKHD12AB0183B47	TRAWFZB128F92FFB99
SOFKKIQ12A8C136C7D	TRVFXEK128F4284E61
SOFKKIT12A67ADA576	TRHCQVO128EF33DE50
SOFKKJS12A8C1422D4	TRCQRKL128F428A624
SOFKKJW12A6D228245	TRITKOD128EF350B82
SOFKKKN12AC3DF9F5D	TRZZWQA12903CE7A77
SOFKKLI12A8C142FDF	TRXDFQW128F92C92E0
SOFKKLT12A6D4FAB36	TRMHMZK128F1496B88
SOFKKMM12A58A76B0E	TRIKNIE128F42578A0
SOFKKNE12AB018A7A9	TRCWXGM12903CC9B25
SOFKKPE12A8C139C35	TREULMH128F4277F36
SOFKKPS12AB018906B	TRFLUWO12903CC11BD
SOFKKPX12A8C1345CB	TRDIXDS128F423FCC2
SOFKKQQ12AB018A687	TREYEUH12903CCC93B
SOFKKUH12A6D4F855C	TRHAJCC128F146C5ED
SOFKKVG12A8C135E8C	TREBERT128F424BE5E
SOFKKYR12AB017E718	TRLBASP128F92FF45B
SOFKKZA12AB0184AE8	TRQZXQE128F93003AF
SOFKKZF12A8C140264	TRRCCPO128F42B83F4
SOFKKZS12A6D4F8A16	TRCLQFK128F146B83F
SOFKLBF12A8C13E813	TRVHNRR128F427ED0F
SOFKLBL12AB01810D8	TRMDKAE128F932B893
SOFKLDU12AC468D926	TROLBMQ12903CF049A
SOFKLHU12AB0186EB5	TRRAXJZ128F932E57F
SOFKLJN12AB017D5A8	TRRDSQF12903CDF9D2
SOFKLJZ12A58A79399	TRCXGKM128F1465313
SOFKLLA12A6701F6C6	TRFFWQJ128E0784E2E
SOFKLLF12A8C13B592	TRKTRLF128F426CBF9
SOFKLMO12A58A7DB5B	TRVAWYB128F9301619
SOFKLMT12A6D4F8131	TRFAUOU128F1489B38
SOFKLNY12A8AE49363	TRZZJJW128F42325C8
SOFKLOG12AB0188BE3	TRHUNZJ128F933656D
SOFKLQK12A8C135CFB	TREENIG128F42772E2
SOFKLQS12A8C1351AD	TRKKDBP128F425766B
SOFKLRD12A58A7C947	TRAAJOA128F145FB71
SOFKLSW12AB0187126	TRAJLII12903CD6540
SOFKLTM12A8C13742B	TRRHDKQ128F4263877
SOFKLTO12A6D4F9238	TRPDMDT128E0793031
SOFKLUI12A8C13B80E	TRIZQZJ128F427CC1B
SOFKLYQ12AB0180208	TRHIOBO128F92FBF51
SOFKMAA12A67ADE62F	TREDJLZ128F428E48B
SOFKMCG12AB01892B6	TRHYYPO12903CC0D3E
SOFKMCW12A8C13AACA	TRJZFTO128F428F0C7
SOFKMCX12A6D4FA3ED	TRHSYVR128F1492232
SOFKMEL12A6D4F6D4F	TROLUEH128EF35FACE
SOFKMFV12AB01868A8	TRZQEPW12903CD07D4
SOFKMIF12AB018856B	TRSISHG12903CB7FA4
SOFKMJB12AC468E6D6	TRGCDIR12903CE280B
SOFKMJC12A8AE48E0D	TRILUJT128F427853D
SOFKMJJ12A6D4F7189	TROQIHI128F1467DBE
SOFKMLK12A6D4FA38B	TRSUXHS12903CD5EFF
SOFKMLK12A6D4FAF4C	TRIODBR128F4248265
SOFKMLP12A58A7C39D	TRFHPBB128F429B883
SOFKMNL12A8C13D974	TRDGORI128F932DF77
SOFKMNV12A8C138EE2	TRTZRHM128F933BD54
SOFKMOO12A58A7A47B	TRMWFVZ12903CA6109
SOFKMQF12A6D4FA8C7	TRQSTIR128F1496C20
SOFKMQS12AB0187B13	TRTCPDC12903CB4297
SOFKMQY12AB017E763	TRBOHWH12903CA4526
SOFKMRM12AB01818DB	TRQRCHQ128F933EF29
SOFKMTE12A6D4FE68A	TRQLFHK128F424C837
SOFKMVE12A6D4FCE2D	TRTMIHD128F14AE048
SOFKMVF12AB0185BFA	TRBOSHK128F93385D0
SOFKMWQ12AB018CAFF	TRBPIPU12903CD82A4
SOFKMXG12A6D4FC1D7	TRMKTQR128F4214D41
SOFKMYJ12A8C1322F0	TRMKLOS128F930CA44
SOFKMYW12A8C13F217	TRWFSLI128F42B1E97
SOFKMZB12A58A76A02	TRQYPIL12903CA0C4B
SOFKNAR12AB0179D12	TRZCJJN128F92DD919
SOFKNCC12A8C13DF0D	TRZVXKP128F428F316
SOFKNCF12A8C14651A	TRMFCJP128F92D1DB0
SOFKNEE12A6D4F9679	TRPBJZI128F1462D4D
SOFKNEH12AB018617D	TRPCMEG12903CC5C97
SOFKNGE12A6D4FAF2A	TRPDUWH128F14ADF27
SOFKNGF12A6D4FA6D0	TRZSZMC128F4213E09
SOFKNMP12A8C13961E	TRBTUFU128F426F490
SOFKNNT12A8C13D89A	TRUPQQU128F427C240
SOFKNPD12A6310D95A	TRZWFRE128E07827EA
SOFKNPU12A8C13C8C2	TRQPXMW128F427AE56
SOFKNQN12A8C13CFEC	TRRSZHY128F4274882
SOFKNQY12A6D4F7C03	TRLHVZH128F1463294
SOFKNRB12A8C13BCCA	TRDIIJW128F429D57C
SOFKNRB12AC46893F9	TRYUIWJ12903CF6837
SOFKNRZ12AB017F262	TRGYRMF128F9303B69
SOFKNSF12AB018D299	TRNPRHT12903CBD411
SOFKNVA12A6D4FA879	TRMCFBP128F4214801
SOFKNVT12AB0182266	TRMRMQK128F9335458
SOFKNWU12AB0183E53	TRVDZLH12903C9532A
SOFKNXJ12A8C13DA86	TRSPTIW128F4278696
SOFKNXR12A8C139707	TRYOWJL128F42761EF
SOFKNYR12A6D4FAC43	TRYMIGW128F14A6BC9
SOFKNZE12A8C139AA5	TRGRZOS128F429B207
SOFKNZQ12A6D4FAA5D	TRVCWNT128F149851E
SOFKNZZ12AB0184F5F	TRSMNRM128F92F5E84
SOFKOBC12A8C13850C	TRRJUJL128F427FFE5
SOFKODD12AB017E6CC	TRSZUHP128F930F732
SOFKODY12AC3DF9B1F	TRULUIZ12903CE4B93
SOFKOGW12A8C143ACF	TRTGDCX128F92D5DAA
SOFKOGZ12A6D4F6642	TRXHPIE128F9342F62
SOFKOHH12AB0185A19	TRIKASG12903CAEF30
SOFKOHO12A3F1E9E29	TRIAOCN128EF34C442
SOFKOKJ12AB0185AA9	TREHCJZ12903CD6F47
SOFKOLU12AB0183945	TRGQUND12903CAC4E4
SOFKOMP12A6D4F9422	TRMQTRS128F14688C8
SOFKONY12A8C135530	TRKDHCQ128F4268A63
SOFKONZ12A6D4F9169	TRUNKVH128F1477B84
SOFKOPH12A8AE476BD	TRPBHXT128F4258285
SOFKORH12AB017F634	TROICTO128F92F9672
SOFKOSB12AB018600C	TRYZASC128F93422AE
SOFKOSD12AB018386E	TRAXQLH128F9312568
SOFKOSS12A8C139E2B	TRRJJGX128F428E177
SOFKOTB12A8AE45A6A	TRVCJBD128F425E38F
SOFKOVQ12A67020853	TRIBCWV128E079199E
SOFKOWF12A6D4F9B29	TRHPREL128F149273D
SOFKOWM12A67ADCF39	TRGXVSC128E07996AF
SOFKOXG12A6BD529F2	TRQGNDR128EF34DE1D
SOFKOYI12A8C1371EA	TRIFNZZ128F426B3F1
SOFKOYZ12A8C13BF9C	TRVPSGM128F427D3A1
SOFKOZG12A58A79CAA	TRJRTHC12903CE4386
SOFKOZK12A8C142F29	TRBDFQH128F930287F
SOFKPAP12A8C1411F5	TRDWCIC128F92C9570
SOFKPCF12AB01854B5	TRJMDEJ128F933E31C
SOFKPCU12AB01884A6	TRYHTYC12903CCC1E6
SOFKPEI12A58A785FC	TROBUZG128F1482B90
SOFKPFR12A67ADEA4D	TRQEYYN128E07994B0
SOFKPGB12AB018C24D	TRVOVRR12903C9FBCE
SOFKPGL12A8C13A585	TRBADEH128F42A6D98
SOFKPGR12A8C141550	TRPODJS128F93033E7
SOFKPGY12A58A7A545	TRFMLGP128F4213514
SOFKPHP12A8C13D618	TRGYFWM128F4273387
SOFKPIS12AB01841CE
SOFKPKE12AB0181E9C	TRCTIHX128F93380F8
SOFKPKE12AB018BA66	TRVKDKB12903CBA571
SOFKPKJ12AB0184567	TROQPMA128F9327BFE
SOFKPLB12AB0182810	TRQNMFI128F932CD55
SOFKPLB12AC95F0493	TRAUNWX12903D01764
SOFKPLD12A6310DA2E	TRLYPTV128F4249F9E
SOFKPOF12AB0183B8D	TRARUOB128F931A459
SOFKPOI12A8C142A26	TRESPHQ128F92D51AB
SOFKPPI12A6D4F6838	TRJWYJG128F14555D1
SOFKPQE12A8C13A1D7	TRMLRUK128F42954F2
SOFKPQZ12A8C13337B	TRDYMBC128F425A703
SOFKPSL12AB018830A	TRBFYQM12903CA9186
SOFKPTH12AB018DA10	TRWUUVY12903CE3B93
SOFKPUD12A6D4F898F	TRXAHSI128F147AA38
SOFKPVA12A8C1344E7
SOFKPVV12A8C13D44F	TRCPSGH12903CFEE7A
SOFKPWM12A6D4F5412	TRXBSTC128EF35A43A
SOFKPYX12A8C13C3DF	TRVETIC12903CD98F1
SOFKQAM12A58A79465	TRBRYPJ128F92FB506
SOFKQAW12A8AE45850	TRQNYFF128F425D888
SOFKQBW12AB01826EE	TRVEXXK128F935ECEF
SOFKQEE12A58A7B158	TRHMOAE128F147B648
SOFKQEQ12A8C130C9D	TREOSRZ128F934C92E
SOFKQJZ12B34F1CA42	TREBWTK128F934E552
SOFKQKF12AB017D741	TRRRHYC128F9328643
SOFKQLC12A8C1303E5	TRGMXHC128F930B8A9
SOFKQMM12A8C137176	TRAHABF128F427E12C
SOFKQNJ12A58A7C231	TRNMERA128F92F4AD9
SOFKQNW12AB0184925	TRXAVRE128F933B0D9
SOFKQOB12A8C142FEB	TRMSHWV128F92D2D67
SOFKQPQ12AB0184482	TRODSON128F92EE992
SOFKQPT12A8C141253	TRCRRAL128F42935A5
SOFKQTW12A8C13DDE0	TRQPMNV128F4286A4D
SOFKQTX12A8C138332	TRQAMSH128F931F014
SOFKQUW12AB0182ECB	TRMMNIK128F9350CB6
SOFKQWZ12AB0181EDE	TRWMAJV128F932A6B2
SOFKQXJ12A6D4F9E39	TRGYSBJ128F148FCD3
SOFKQYR12AC468AFE0	TRSCJMY12903D03F5F
SOFKQZG12A58A7A3BA	TRMDTJU128F93104BE
SOFKRCJ12A8C13C779	TRDDPKQ128F427D98D
SOFKRDM12A6D4F739B	TRYSMYM128F1454CB1
SOFKREE12A6D4FC55F	TRBCFKO128F422FF65
SOFKRFL12A6701F5B9	TRFWZVV128E07900B0
SOFKRFN12A8C1418AC	TRKJNQI12903CEB5F4
SOFKRGC12AB0186882	TRXKOOV12903CC5A03
SOFKRMA12A6D4F5C8E	TRTDACX128EF354184
SOFKRMG12A5829153F	TRQDYVA128F92F981E
SOFKRNZ12A8C144316	TRIOZJG128F92E5260
SOFKRRH12A8C13A627	TRCXEMC12903CE5328
SOFKRSK12A8AE4490C	TRWHTHX128F423AC73
SOFKRSO12AB017F122	TRBXCQD128F931B52D
SOFKRSS12AB018597C	TRDWLIU12903CBA913
SOFKRTY12A6D4F7C16	TRUHZAZ128F42643BC
SOFKRUV12AB018ABCC	TRJIKME12903CEC702
SOFKRVA12A8C13234D	TRNMWFL128F426E627
SOFKRVM12AAF3B429F	TRAARZK12903D14A2D
SOFKRWI12A6D4F8F73	TRSBDYB128F92FADAF
SOFKRWN12A8AE45FCA	TRSAHEY128F425A79F
SOFKRYW12AC3DF9FA3	TRBAJVN12903CF5444
SOFKSAG12A3F1EA7A7	TRRAPHE128F92DCE11
SOFKSDO12AB01823C6	TRTLFXD128F93285B7
SOFKSEA12A67AE034D	TRQZXQR128EF345D25
SOFKSED12A67AD9747	TRVWVNT128E0794DDC
SOFKSEJ12A8C136D5C	TRIWRIG128F424CC89
SOFKSEM12AB018263D	TREVLIT128F933E04A
SOFKSEZ12A8C1378BC	TRXLXZE128F4272058
SOFKSFK12A58A7EF44	TRANZIT128F93333D6
SOFKSGF12AB0187DA0	TRVXQLI128F9334120
SOFKSGZ12A67020968	TRPVBEL128E0791F90
SOFKSHF12A8AE47889	TRSHYNG128F423BED3
SOFKSHG12A8C13ACCC	TRGCFDC128F428716B
SOFKSJC12A8C13483C	TRAZMND128F4269762
SOFKSKJ12AB0184F1D	TRZTZYB12903CAA7A7
SOFKSKM12A8C142D7D	TRYFSTK128F92D5F48
SOFKSKS12A6D4FC3DB	TRYPBOH128F4231148
